,id,name,Medulla,Pons,Midbrain
0,4,Left-Lateral-Ventricle,13,12,5
1,5,Left-Inf-Lat-Vent,0,0,0
4,10,Left-Thalamus-Proper,163,157,148
5,11,Left-Caudate,48,51,10
6,12,Left-Putamen,144,149,37
7,13,Left-Pallidum,95,109,29
8,14,3rd-Ventricle,13,29,27
9,15,4th-Ventricle,174,53,24
10,16,Medulla,0,1427,126
11,17,Left-Hippocampus,13,8,3
12,18,Left-Amygdala,1,6,3
13,24,CSF,0,1,1
14,26,Left-Accumbens-area,1,2,3
15,28,Left-VentralDC,636,522,206
16,30,Left-vessel,2,3,1
17,31,Left-choroid-plexus,6,8,4
18,43,Right-Lateral-Ventricle,7,9,6
19,44,Right-Inf-Lat-Vent,0,1,0
22,49,Right-Thalamus-Proper,161,178,125
23,50,Right-Caudate,56,64,14
24,51,Right-Putamen,168,182,38
25,52,Right-Pallidum,50,66,5
26,53,Right-Hippocampus,25,33,8
27,54,Right-Amygdala,1,4,3
28,58,Right-Accumbens-area,2,3,1
29,60,Right-VentralDC,538,478,155
30,62,Right-vessel,1,3,0
31,63,Right-choroid-plexus,5,16,5
32,72,5th-Ventricle,0,0,0
33,77,WM-hypointensities,14,19,4
34,78,Left-WM-hypointensities,0,0,0
35,79,Right-WM-hypointensities,0,0,0
36,80,non-WM-hypointensities,0,0,0
37,81,Left-non-WM-hypointensities,0,0,0
38,82,Right-non-WM-hypointensities,0,0,0
39,85,Optic-Chiasm,31,38,15
40,251,CC_Posterior,2,0,1
41,252,CC_Mid_Posterior,0,2,3
42,253,CC_Central,13,12,3
43,254,CC_Mid_Anterior,4,4,1
44,255,CC_Anterior,0,1,0
45,90,Pons,1427,0,143
46,120,Midbrain,126,143,0
47,1000,ctx-lh-unknown,2,1,0
48,1001,ctx-lh-bankssts,0,0,1
49,1002,ctx-lh-caudalanteriorcingulate,0,0,0
50,1003,ctx-lh-caudalmiddlefrontal,10,13,0
51,1004,ctx-lh-corpuscallosum,0,0,0
52,1005,ctx-lh-cuneus,0,1,0
53,1006,ctx-lh-entorhinal,0,0,1
54,1007,ctx-lh-fusiform,0,1,2
55,1008,ctx-lh-inferiorparietal,9,11,5
56,1009,ctx-lh-inferiortemporal,0,1,1
57,1010,ctx-lh-isthmuscingulate,3,2,2
58,1011,ctx-lh-lateraloccipital,2,3,9
59,1012,ctx-lh-lateralorbitofrontal,2,2,2
60,1013,ctx-lh-lingual,2,0,3
61,1014,ctx-lh-medialorbitofrontal,1,3,0
62,1015,ctx-lh-middletemporal,3,2,3
63,1016,ctx-lh-parahippocampal,0,0,0
64,1017,ctx-lh-paracentral,4,6,0
65,1018,ctx-lh-parsopercularis,32,29,4
66,1019,ctx-lh-parsorbitalis,0,2,0
67,1020,ctx-lh-parstriangularis,2,1,1
68,1021,ctx-lh-pericalcarine,2,3,1
69,1022,ctx-lh-postcentral,42,51,20
70,1023,ctx-lh-posteriorcingulate,0,0,0
71,1024,ctx-lh-precentral,117,159,24
72,1025,ctx-lh-precuneus,1,2,2
73,1026,ctx-lh-rostralanteriorcingulate,0,0,0
74,1027,ctx-lh-rostralmiddlefrontal,8,10,1
75,1028,ctx-lh-superiorfrontal,84,89,16
76,1029,ctx-lh-superiorparietal,14,21,17
77,1030,ctx-lh-superiortemporal,2,8,5
78,1031,ctx-lh-supramarginal,8,18,8
79,1032,ctx-lh-frontalpole,0,0,0
80,1033,ctx-lh-temporalpole,1,1,0
81,1034,ctx-lh-transversetemporal,0,1,3
82,1035,ctx-lh-insula,2,4,5
83,2000,ctx-rh-unknown,0,7,1
84,2001,ctx-rh-bankssts,0,1,0
85,2002,ctx-rh-caudalanteriorcingulate,0,2,0
86,2003,ctx-rh-caudalmiddlefrontal,7,10,1
87,2004,ctx-rh-corpuscallosum,0,0,0
88,2005,ctx-rh-cuneus,0,4,1
89,2006,ctx-rh-entorhinal,0,0,0
90,2007,ctx-rh-fusiform,0,4,0
91,2008,ctx-rh-inferiorparietal,1,5,2
92,2009,ctx-rh-inferiortemporal,3,4,1
93,2010,ctx-rh-isthmuscingulate,0,2,1
94,2011,ctx-rh-lateraloccipital,0,4,4
95,2012,ctx-rh-lateralorbitofrontal,1,2,0
96,2013,ctx-rh-lingual,0,1,2
97,2014,ctx-rh-medialorbitofrontal,0,0,0
98,2015,ctx-rh-middletemporal,1,2,1
99,2016,ctx-rh-parahippocampal,0,0,0
100,2017,ctx-rh-paracentral,4,3,1
101,2018,ctx-rh-parsopercularis,6,18,1
102,2019,ctx-rh-parsorbitalis,1,0,0
103,2020,ctx-rh-parstriangularis,7,9,0
104,2021,ctx-rh-pericalcarine,0,1,2
105,2022,ctx-rh-postcentral,34,52,19
106,2023,ctx-rh-posteriorcingulate,1,1,0
107,2024,ctx-rh-precentral,166,223,36
108,2025,ctx-rh-precuneus,1,3,4
109,2026,ctx-rh-rostralanteriorcingulate,0,0,1
110,2027,ctx-rh-rostralmiddlefrontal,11,4,1
111,2028,ctx-rh-superiorfrontal,70,57,12
112,2029,ctx-rh-superiorparietal,10,24,16
113,2030,ctx-rh-superiortemporal,2,18,3
114,2031,ctx-rh-supramarginal,2,3,3
115,2032,ctx-rh-frontalpole,0,0,0
116,2033,ctx-rh-temporalpole,0,0,0
117,2034,ctx-rh-transversetemporal,0,3,1
118,2035,ctx-rh-insula,12,13,3
