,id,name,Medulla,Pons,Midbrain
0,4,Left-Lateral-Ventricle,25,9,7
1,5,Left-Inf-Lat-Vent,1,0,0
4,10,Left-Thalamus-Proper,200,89,121
5,11,Left-Caudate,147,60,36
6,12,Left-Putamen,138,82,73
7,13,Left-Pallidum,251,145,43
8,14,3rd-Ventricle,29,29,36
9,15,4th-Ventricle,129,44,22
10,16,Medulla,0,1038,135
11,17,Left-Hippocampus,8,3,1
12,18,Left-Amygdala,8,3,5
13,24,CSF,4,0,1
14,26,Left-Accumbens-area,7,6,2
15,28,Left-VentralDC,732,302,218
16,30,Left-vessel,3,0,1
17,31,Left-choroid-plexus,3,5,7
18,43,Right-Lateral-Ventricle,6,5,3
19,44,Right-Inf-Lat-Vent,0,0,0
22,49,Right-Thalamus-Proper,206,94,72
23,50,Right-Caudate,193,62,30
24,51,Right-Putamen,308,139,48
25,52,Right-Pallidum,72,32,7
26,53,Right-Hippocampus,33,6,5
27,54,Right-Amygdala,5,5,0
28,58,Right-Accumbens-area,5,8,1
29,60,Right-VentralDC,620,242,162
30,62,Right-vessel,1,0,0
31,63,Right-choroid-plexus,19,8,1
32,72,5th-Ventricle,0,0,0
33,77,WM-hypointensities,24,8,4
34,78,Left-WM-hypointensities,0,0,0
35,79,Right-WM-hypointensities,0,0,0
36,80,non-WM-hypointensities,0,0,0
37,81,Left-non-WM-hypointensities,0,0,0
38,82,Right-non-WM-hypointensities,0,0,0
39,85,Optic-Chiasm,6,11,11
40,251,CC_Posterior,2,1,2
41,252,CC_Mid_Posterior,1,3,0
42,253,CC_Central,8,1,3
43,254,CC_Mid_Anterior,0,1,0
44,255,CC_Anterior,3,2,0
45,90,Pons,1038,0,138
46,120,Midbrain,135,138,0
47,1000,ctx-lh-unknown,1,1,0
48,1001,ctx-lh-bankssts,1,0,0
49,1002,ctx-lh-caudalanteriorcingulate,5,2,2
50,1003,ctx-lh-caudalmiddlefrontal,4,1,0
51,1004,ctx-lh-corpuscallosum,0,0,0
52,1005,ctx-lh-cuneus,2,1,0
53,1006,ctx-lh-entorhinal,1,0,1
54,1007,ctx-lh-fusiform,5,2,0
55,1008,ctx-lh-inferiorparietal,11,5,4
56,1009,ctx-lh-inferiortemporal,3,2,0
57,1010,ctx-lh-isthmuscingulate,13,5,6
58,1011,ctx-lh-lateraloccipital,4,1,4
59,1012,ctx-lh-lateralorbitofrontal,8,4,3
60,1013,ctx-lh-lingual,1,1,1
61,1014,ctx-lh-medialorbitofrontal,4,0,2
62,1015,ctx-lh-middletemporal,0,0,1
63,1016,ctx-lh-parahippocampal,0,0,1
64,1017,ctx-lh-paracentral,11,2,2
65,1018,ctx-lh-parsopercularis,23,9,11
66,1019,ctx-lh-parsorbitalis,1,3,1
67,1020,ctx-lh-parstriangularis,5,3,1
68,1021,ctx-lh-pericalcarine,3,2,2
69,1022,ctx-lh-postcentral,182,91,36
70,1023,ctx-lh-posteriorcingulate,10,3,4
71,1024,ctx-lh-precentral,357,119,29
72,1025,ctx-lh-precuneus,15,8,8
73,1026,ctx-lh-rostralanteriorcingulate,0,0,0
74,1027,ctx-lh-rostralmiddlefrontal,11,7,3
75,1028,ctx-lh-superiorfrontal,327,156,66
76,1029,ctx-lh-superiorparietal,50,14,14
77,1030,ctx-lh-superiortemporal,6,2,4
78,1031,ctx-lh-supramarginal,30,14,13
79,1032,ctx-lh-frontalpole,1,1,0
80,1033,ctx-lh-temporalpole,0,0,0
81,1034,ctx-lh-transversetemporal,2,0,0
82,1035,ctx-lh-insula,7,2,12
83,2000,ctx-rh-unknown,3,1,1
84,2001,ctx-rh-bankssts,1,0,0
85,2002,ctx-rh-caudalanteriorcingulate,6,5,1
86,2003,ctx-rh-caudalmiddlefrontal,7,3,1
87,2004,ctx-rh-corpuscallosum,0,0,0
88,2005,ctx-rh-cuneus,1,1,0
89,2006,ctx-rh-entorhinal,0,0,0
90,2007,ctx-rh-fusiform,7,1,1
91,2008,ctx-rh-inferiorparietal,10,5,8
92,2009,ctx-rh-inferiortemporal,4,0,0
93,2010,ctx-rh-isthmuscingulate,5,2,4
94,2011,ctx-rh-lateraloccipital,4,8,2
95,2012,ctx-rh-lateralorbitofrontal,8,2,3
96,2013,ctx-rh-lingual,0,2,1
97,2014,ctx-rh-medialorbitofrontal,2,1,2
98,2015,ctx-rh-middletemporal,1,0,0
99,2016,ctx-rh-parahippocampal,0,0,0
100,2017,ctx-rh-paracentral,10,8,4
101,2018,ctx-rh-parsopercularis,11,6,0
102,2019,ctx-rh-parsorbitalis,1,1,0
103,2020,ctx-rh-parstriangularis,20,6,2
104,2021,ctx-rh-pericalcarine,1,4,5
105,2022,ctx-rh-postcentral,181,54,62
106,2023,ctx-rh-posteriorcingulate,20,7,4
107,2024,ctx-rh-precentral,516,107,36
108,2025,ctx-rh-precuneus,7,5,8
109,2026,ctx-rh-rostralanteriorcingulate,1,0,0
110,2027,ctx-rh-rostralmiddlefrontal,24,13,8
111,2028,ctx-rh-superiorfrontal,265,103,35
112,2029,ctx-rh-superiorparietal,48,35,30
113,2030,ctx-rh-superiortemporal,7,4,0
114,2031,ctx-rh-supramarginal,9,6,3
115,2032,ctx-rh-frontalpole,2,0,0
116,2033,ctx-rh-temporalpole,0,0,0
117,2034,ctx-rh-transversetemporal,0,1,0
118,2035,ctx-rh-insula,11,9,6
